pressure temperature e- H2 H H+ H- H2- H2+ H3+ He H2O CH4 CO NH3 N2 PH3 H2S TiO VO Fe FeH CrH Na K Rb Cs CO2 HCN C2H2 C2H4 C2H6 SiO MgH OCS Li LiOH LiH LiCl LiF
0.011581 617.6 5.364488610406747e-26 0.8362 1.3807912067574287e-15 4.5004999999999666e-38 5.45978979889035e-37 4.5004999999999666e-38 4.5004999999999666e-38 4.5004999999999666e-38 0.16242 0.0008190187427284884 0.00046522656468606376 8.755472989879434e-09 2.255275763510532e-06 6.727052175411642e-05 1.0187520874705142e-15 2.5432809512279543e-05 4.5000000000000027e-38 4.5000000000000027e-38 6.008491389836812e-26 1.0594722900879256e-31 1.0664454713079104e-30 5.902599914245873e-13 4.415196684397276e-16 1.1096650833480404e-16 3.0305794832756406e-19 1.941737948429601e-10 5.124195487418202e-15 4.4034895502685975e-23 2.148036197227201e-16 2.2631073112483132e-13 1.1541396622709819e-32 4.5004999999999666e-38 1.8781723727928486e-14 2.9180920575697795e-22 2.6294367778715643e-16 2.3276315301217536e-23 8.026510889521928e-12 8.610791404803439e-14
0.013251 627.6 1.9268898992327258e-25 0.8362 2.5548779340997687e-15 4.5004999999999666e-38 1.932678852851425e-36 4.5004999999999666e-38 4.5004999999999666e-38 4.5004999999999666e-38 0.16242000000000004 0.0008190085738834211 0.00046521491342012007 1.3164011555929116e-08 2.197058402661954e-06 6.723448953463901e-05 1.9987489937661598e-15 2.5433239329502795e-05 4.5000000000000027e-38 4.5000000000000027e-38 1.898895759811372e-25 3.960808361710674e-31 3.859700880827484e-30 1.2085393180651177e-12 1.6005619540103363e-15 2.3554605998635642e-16 6.728653784487957e-19 2.58961895767683e-10 8.546608411186204e-15 1.1426294261983898e-22 3.611136203987949e-16 2.808802408992285e-13 5.904737835716831e-32 4.5004999999999666e-38 2.761168174013103e-14 1.1256035769577048e-21 6.943818072972287e-16 8.990311210344426e-23 1.2506835708035494e-11 1.7540396370981378e-13
0.015162 638.4 7.298069769984669e-25 0.8362 4.874108710114021e-15 4.50050000000004e-38 6.796001919991715e-36 4.50050000000004e-38 4.50050000000004e-38 4.50050000000004e-38 0.16242000000000004 0.0008190022532066904 0.0004652076379297204 2.040200521865914e-08 2.1263091218729414e-06 6.728000630201745e-05 4.0234511992728494e-15 2.5433801744543875e-05 4.5000000000000027e-38 4.5000000000000027e-38 6.356944717613787e-25 1.575612583270995e-30 1.484257777917161e-29 2.5706334828095575e-12 6.204764783776368e-15 5.188694770082809e-16 1.5534721652610006e-18 3.540998617448873e-10 1.468271141236794e-14 3.1319260202539447e-22 6.251446821843613e-16 3.5200542340888686e-13 3.269838794994839e-31 4.50050000000004e-38 4.180136839068739e-14 4.654533938591329e-21 1.9268900247660547e-15 3.711559524938807e-22 1.9993146168699758e-11 3.7110736536428484e-13
0.017348 649.8 2.809293189795396e-24 0.8362 9.428993059447427e-15 4.50050000000004e-38 2.2920734302687387e-35 4.50050000000004e-38 4.50050000000004e-38 4.50050000000004e-38 0.16242 0.0008190003454950374 0.00046520531188729393 3.206154757883997e-08 2.0522562404089347e-06 6.740499616773117e-05 8.193930400480614e-15 2.5434483765711467e-05 4.5000000000000027e-38 4.5000000000000027e-38 2.184647096992031e-24 6.447357304143974e-30 5.867393160772071e-29 5.563700396906952e-12 2.4765137670448434e-14 1.1608148838874988e-15 3.645848585914011e-18 4.89760982579815e-10 2.557480474771198e-14 8.801828398755913e-22 1.0967997056146302e-15 4.430949603417627e-13 1.8771332167255904e-30 4.50050000000004e-38 6.413835087986185e-14 1.986665570671837e-20 5.4691485940932206e-15 1.5794426538810685e-21 3.238096579859133e-11 7.988406445675093e-13
0.01985 662.1 1.413167079211581e-23 0.8362 1.8802241469714314e-14 4.500509617984774e-38 1.9296767780428036e-34 4.500509617984774e-38 4.500509617984774e-38 4.500509617984774e-38 0.16242 0.0008188168030643975 0.0004650230021615513 5.2067612029746125e-08 1.961710123894312e-06 6.743484889586925e-05 1.701965172944018e-14 2.5434631767005458e-05 4.5001375381965164e-38 4.396709071936326e-37 7.920982973974235e-24 2.7961020387012343e-29 2.4539992982451003e-28 1.245200888399544e-11 1.0631146641327638e-13 2.722601220761438e-15 8.987755880213327e-18 6.974813418016548e-10 4.565217164544899e-14 2.620923218513626e-21 1.9848519784738984e-15 5.63700648970094e-13 1.1571442865189405e-29 2.9009250667836933e-37 1.017847516281177e-13 9.028128172327491e-20 1.6234057366644524e-14 7.133749525399264e-21 5.289763823367608e-11 1.7779968969364313e-12
0.022713 675.3 7.468282900958406e-23 0.8362 3.8432929259094514e-14 4.5005132847641084e-38 1.752601493576181e-33 4.5005132847641084e-38 4.5005132847641084e-38 4.5005132847641084e-38 0.16242000000000004 0.0008187202897146001 0.0004649279164650723 8.669800499808263e-08 1.8646725655864117e-06 6.750544269895863e-05 3.607683748366516e-14 2.54347777821126e-05 4.5002755309479945e-38 4.4859930627183814e-36 3.008382425350395e-23 1.2748798960645113e-28 1.0777882167416456e-27 2.8735669217708648e-11 4.823664727795699e-13 6.588905575395874e-15 2.289884357489313e-17 1.014241013488907e-09 8.345102143441741e-14 8.162830424905289e-21 3.679989057278802e-15 7.231093099621542e-13 7.601284841662098e-29 1.9810990597186168e-36 1.6549833456614943e-13 4.339482579503736e-19 5.01613578483278e-14 3.3998149420450923e-20 8.808943670205503e-11 4.079723838127117e-12
0.025988 689.3 4.02939261100308e-22 0.8362 7.972221841258443e-14 4.500510430485188e-38 1.639546460634872e-32 4.500510430485188e-38 4.500510430485188e-38 4.500510430485188e-38 0.16241999999999995 0.0008187206758374191 0.0004649298490720801 1.4654565757176968e-07 1.7667556308197815e-06 6.761876707144807e-05 7.739476118632956e-14 2.5434928871882593e-05 4.50040952631398e-38 4.446701395204763e-35 1.1745393406016128e-22 5.9882486055050185e-28 4.873074058031168e-27 6.7534674084514e-11 2.2607490615600986e-12 1.6236519859762295e-14 5.946209109880741e-17 1.4935599463973378e-09 1.5475775944237986e-13 2.6115008640684634e-20 6.922922601411274e-15 9.323370791831765e-13 5.185339800875539e-28 1.3525278313285085e-35 2.7304507367353664e-13 2.156794272142678e-18 1.5875901398048508e-13 1.6730010517308577e-19 1.4847710997664475e-10 9.532523922022674e-12
0.029736 704.1 2.100972293904377e-21 0.8362000210819317 1.6725993941449713e-13 4.500509398467186e-38 1.4911725780641202e-31 4.640647318920805e-38 4.500509398467186e-38 4.500509398467186e-38 0.1624199929723473 0.0008186247534582037 0.0004648354399016989 2.5065772168147177e-07 1.6688163445128596e-06 6.774347096650579e-05 1.673557936881334e-13 2.5435096794708316e-05 7.453418483953067e-38 4.154665958160859e-34 4.679382132507747e-22 2.8752656616353997e-27 2.2509206778595432e-26 1.6077093360212177e-10 9.634878192954836e-12 4.0569936771933234e-14 1.567009085502086e-16 2.2222279383728725e-09 2.898011967082793e-13 8.53267689724292e-20 1.3170243013810335e-14 1.2065575482067236e-12 3.634812084244799e-27 9.83053374909858e-35 4.559284662331099e-13 1.0727981446200678e-17 4.994061511064714e-13 8.229710189076257e-19 2.463317521328832e-10 2.214257614876388e-11
0.034024 720.0 1.0492766473839305e-20 0.8362 3.5939192212372115e-13 4.50053731038452e-38 1.3146598998820247e-30 5.126026016999026e-38 4.50053731038452e-38 4.50053731038452e-38 0.16242000000000004 0.0008180055394779222 0.00046421809200351084 4.3937342731177174e-07 1.563242075751866e-06 6.76963349630809e-05 3.6773264930676903e-13 2.543541666188875e-05 4.720330417511362e-37 3.8476644224162245e-33 1.9438025226265574e-21 1.4447531865589597e-26 1.0866411442762444e-25 3.928701454758305e-10 3.290801495035072e-11 1.0462840720136637e-13 4.270176467963638e-16 3.3775913122788466e-09 5.524268587411692e-13 2.912350474319997e-19 2.5629006748858447e-14 1.5719235552665793e-12 2.6948197598646847e-26 9.117485878425689e-34 7.80755540350898e-13 5.3222813802510037e-17 1.5443991495063047e-12 4.0280051492030365e-18 3.9265383725147903e-10 5.068293040970571e-11
0.038931 737.2 5.848168519365988e-20 0.8362 7.938506689476094e-13 4.5005593084524505e-38 1.3151692069568598e-29 5.534833971604354e-38 4.5005593084524505e-38 4.5005593084524505e-38 0.16241999999999995 0.0008174977641821678 0.0004637125832316137 7.920230766339222e-07 1.4554007333582565e-06 6.771481116333783e-05 8.264493892464437e-13 2.5435756914451465e-05 2.9048509488173094e-36 3.8533744239774905e-32 8.503115942699488e-21 7.67621064602858e-26 5.539512031856473e-25 9.933559612568045e-10 1.2916790138637136e-10 2.7956646764933246e-13 1.2077265787578423e-15 5.255216412843157e-09 1.0814871443062307e-12 1.045227394410196e-18 5.12443170663686e-14 2.067152764666989e-12 2.1444541505120674e-25 9.12379481859212e-33 1.3738826988005551e-12 2.856735481028288e-16 5.076296283552888e-12 2.1272756303918016e-17 6.495848084351269e-10 1.216236051977345e-10
0.044545 755.8 3.207791966958303e-19 0.8362024740586815 1.8003104430532289e-12 4.5005711979768716e-38 1.313968468706003e-28 1.2316566848675916e-37 4.5005711979768716e-38 4.5005711979768716e-38 0.16241917527690447 0.0008156469761770727 0.0004618557795201334 1.4604796175097564e-06 1.346179120473983e-06 6.777888621354022e-05 1.8989329986840958e-12 2.5438260604740834e-05 2.3136965736893244e-35 4.150724757000256e-31 3.9019064444930723e-20 4.29543073703019e-25 2.9703911690507418e-24 2.590561316424875e-09 4.905386119788551e-10 7.636699569692785e-13 3.5050780567402888e-15 8.318930613289731e-09 2.1625558953411036e-12 3.914767161453568e-18 1.0455922416899001e-13 2.7269119030401844e-12 1.8237573207468797e-24 9.811874500016448e-32 2.473012917281567e-12 1.4544531246049803e-15 1.5544955998302926e-11 1.0628842367661394e-16 9.887721222663004e-10 2.6728692793396343e-10
0.05097 775.7 1.4063541287473766e-18 0.8362089017442232 4.147547444852564e-12 4.50057931290985e-38 1.0564864603506778e-27 1.550028767984968e-36 4.50057931290985e-38 4.50057931290985e-38 0.16241703265024932 0.0008114469469464937 0.00045764713057435807 2.719432798097856e-06 1.238780177724331e-06 6.782380415424596e-05 4.4188972605115585e-12 2.5444753021612102e-05 3.6398738401388676e-34 4.653379379652051e-30 1.8377027582725856e-19 2.4734250459372327e-24 1.6377987624015528e-23 6.862974305428623e-09 1.3308846378234e-09 2.081127502710277e-12 1.019833677212373e-14 1.3244941902376771e-08 4.355660097010125e-12 1.496555939117018e-17 2.1473722338910026e-13 3.5828355156326767e-12 1.6092150592847487e-23 1.099580693149923e-30 4.500215390518997e-12 5.829036048118584e-15 3.704805606868702e-11 4.173748130427227e-16 1.1777134505586808e-09 4.5117869948863564e-10
0.05832 796.8 6.3437867175929315e-18 0.8362126266073312 9.604811183541963e-12 4.500596673889043e-38 8.766943054513059e-27 2.0072300738292797e-35 4.500596673889043e-38 4.500596673889043e-38 0.16241579101213052 0.0008088126159125358 0.00045501681709117693 5.117419443078552e-06 1.1388510528741978e-06 6.791254978251575e-05 1.029661108768537e-11 2.5449731908153543e-05 5.8137644934587565e-33 5.288934071072482e-29 8.739469397801184e-19 1.439238065392941e-23 9.123066633219749e-23 1.829880901142603e-08 3.6605851558907628e-09 5.747353637875732e-12 3.003884193576347e-14 2.1334180726057616e-08 8.848367755877878e-12 5.814578013441957e-17 4.4626160037641047e-13 4.7473934134451374e-12 1.4361388248259187e-22 1.2475501931740245e-29 8.274600335216724e-12 2.4324814232225976e-14 9.180587886004625e-11 1.705672600531924e-15 1.4419949761640136e-09 7.934624877828561e-10
0.066731 819.0 2.469196776813396e-17 0.8362312156004269 2.219492557388331e-11 4.500600000000109e-38 6.249658675311924e-26 2.24700190546368e-34 4.500600000000109e-38 4.500600000000109e-38 0.1624100459281116 0.0007948419693094852 0.0004404300427568193 9.24203066079048e-06 1.0459375590569018e-06 6.797256157333148e-05 2.433643953326741e-11 2.5498437973626667e-05 9.247352514322872e-32 5.973648335262014e-28 4.120914438652244e-18 8.305105237532865e-23 5.041121550221367e-22 4.8407467566025576e-08 8.712914411925588e-09 1.384912073700241e-11 7.97293045147039e-14 3.259231444962794e-08 1.7417044912112448e-11 2.1377990202912494e-16 8.785259375190208e-13 5.965561004778473e-12 1.2828793393114049e-21 1.4186497122654195e-28 1.4652460807743892e-11 7.867922384202198e-14 1.7445340808038058e-10 5.403983527043546e-15 1.5085048445267306e-09 1.070882296378117e-09
0.076354 842.7 9.71591655415375e-17 0.836243251248404 5.1737182152915686e-11 4.5006000000000354e-38 4.524624723590859e-25 2.5685914026616667e-33 4.5006000000000354e-38 4.5006000000000354e-38 0.16240528420077235 0.0007865732537098752 0.0004320166631337208 1.7189811363080073e-05 9.58434044802832e-07 6.804966644475257e-05 5.726984916923358e-11 2.554083447435892e-05 1.5023489132142993e-30 6.881754104114923e-27 1.973368810059333e-17 4.873656469040624e-22 2.8316931315998277e-21 1.2934785780928523e-07 2.1005562107650128e-08 3.379473938742048e-11 2.1387904258128474e-13 5.158162288185704e-08 3.50136226282965e-11 8.20355645951689e-16 1.7917026246741801e-12 7.721921891062932e-12 1.1619905309474375e-20 1.6389736735260555e-27 2.671743522946818e-11 2.5614736368684036e-13 3.3424030552662313e-10 1.7217907103278133e-14 1.5696406274011363e-09 1.438536744266049e-09
0.087366 867.8 3.3859711852265664e-16 0.8362662236647096 1.2065361228957495e-10 4.5005672206691166e-38 2.894148901478321e-24 2.593326726944995e-32 4.5005672206691166e-38 4.5005672206691166e-38 0.16240128482219976 0.0007677561203595374 0.00041133402023760723 3.0664254002298507e-05 8.77282298468618e-07 6.811236779280716e-05 1.3705070331105688e-10 2.5773592457397366e-05 2.4529797747719652e-29 7.943927693023614e-26 9.417379401428322e-17 2.8517983781362145e-21 1.5867681996701507e-20 3.4238432906161366e-07 4.1735304457710936e-08 6.88115004951774e-11 5.145721179844241e-13 7.734660717966732e-08 6.821127682601419e-11 2.97247727428559e-15 3.4478536732075107e-12 9.42791051247684e-12 1.061199262157174e-19 1.9123949314072418e-26 4.7133334405614064e-11 6.823935049307816e-13 5.176035389049895e-10 4.489025978493948e-14 1.4594059548041603e-09 1.5752907146511335e-09
0.099965 894.3 1.1321272039208829e-15 0.8362824890951888 2.8015228242907613e-10 4.500510861107704e-38 1.769545902688741e-23 2.4975757755031803e-31 4.500510861107704e-38 4.500510861107704e-38 0.16240106440251306 0.0007570709514238158 0.0004033012158375459 5.6694209639828354e-05 8.035410316928135e-07 6.817681045504961e-05 3.2128285531134205e-10 2.5993910303459917e-05 3.909214625125498e-28 8.99017917118229e-25 4.450326005092431e-16 1.651686363781679e-20 8.804360831951871e-20 9.049619529016956e-07 7.827257582522983e-08 1.3279144380436356e-10 1.1881482999109648e-12 1.2161288461004877e-07 1.3617497626650525e-10 1.1339582840698555e-14 7.0096475187509836e-12 1.2194168534579849e-11 9.46189346437905e-19 2.1781441531293873e-25 8.618964285262623e-11 1.642918961807309e-12 7.343729205228983e-10 1.0581296678326373e-13 1.2750675462226535e-09 1.5669404365036102e-09
0.11438 921.2 3.034375302116229e-15 0.8363437558050129 6.256967853515333e-10 4.50050000000004e-38 8.453002495581573e-23 1.8474649625295634e-30 4.50050000000004e-38 4.50050000000004e-38 0.16238655849792255 0.0007071124415785496 0.00035036939651548397 8.466886893982355e-05 7.42030688078391e-07 6.816503309109933e-05 7.885404507082794e-10 2.651382820779645e-05 5.6939084698493036e-27 9.31378838086617e-24 1.9473421111230975e-15 8.811929665184001e-20 4.511922890005327e-19 1.6898677664578468e-06 1.0669210659254795e-07 1.8539635501337308e-10 2.040195385020444e-12 1.4746820023019432e-07 2.3182079104950374e-10 3.167850060378844e-14 1.0780689114709348e-11 1.2236543237760594e-11 7.917138199361152e-18 2.3578248748537843e-24 1.2902582959933685e-10 3.4238052398049216e-12 8.772526062328513e-10 2.1673465488808614e-13 1.2753439597381046e-09 1.4207109739060839e-09
0.13088 947.8 7.473401748254046e-15 0.8363955474840163 1.3185402395129336e-09 4.5004999999999666e-38 3.5837622958988884e-22 1.1831810635654842e-29 4.5004999999999666e-38 4.5004999999999666e-38 0.1623736104548665 0.0006672245371396212 0.0003107242867498844 0.00012300088022825642 6.950640865226095e-07 6.817341582334216e-05 1.8175710107414546e-09 2.707448769589089e-05 6.832516819639272e-26 8.145040663789875e-23 7.643166750419515e-15 4.1810215174195625e-19 2.0622656588004024e-18 3.034735536761077e-06 1.3876856201678988e-07 2.4704431839962686e-10 3.34776613597969e-12 1.7746027537076998e-07 3.81579434289204e-10 8.302326329130993e-14 1.633232164816607e-11 1.2557859395140337e-11 5.637621178209627e-17 2.1559609611740895e-23 1.8838183330435345e-10 6.702977250975339e-12 1.0325947167836203e-09 4.1942567685214735e-13 1.259785970583021e-09 1.2822282587030304e-09
0.14975 974.6 1.5780426530705362e-14 0.8364543578499002 2.6755223903431716e-09 4.5005319271602857e-38 1.2702859790975892e-21 6.231462879907096e-29 4.5005319271602857e-38 4.5005319271602857e-38 0.16235684338329756 0.0006185860443061284 0.00025263321464620076 0.0001550598033334906 6.566039470188377e-07 6.81783568271132e-05 4.151557911596435e-09 2.7154055596254577e-05 7.316368491659816e-25 6.422440086666388e-22 2.783032034381518e-14 1.8311219576549884e-18 8.723616002721903e-18 3.273257695953473e-06 1.460561936373167e-07 2.6121620011738017e-10 3.843387095429109e-12 1.835130077479442e-07 5.549844806761741e-10 1.7088431355306705e-13 2.005646957828448e-11 1.0705911969086485e-11 3.6923749336771137e-16 1.7989757760492198e-22 2.349110340598715e-10 1.0558545191693949e-11 9.860018998285646e-10 6.554903637232386e-13 1.4987911887130888e-09 9.979318802966762e-10
0.17135 1001.9 3.2252439997810883e-14 0.8365023020807909 5.27902143549127e-09 4.5005509798754514e-38 4.2854908439280646e-21 3.086568882788777e-28 4.5005509798754514e-38 4.5005509798754514e-38 0.16234316879998045 0.0005830568083906044 0.00021400007364438854 0.00020128006508092982 6.245850144237346e-07 6.819757106401236e-05 9.027238031866367e-09 2.724466408921391e-05 7.07248557649997e-24 4.639081966116913e-21 9.611637402045165e-14 7.575519810144668e-18 3.4066768077630666e-17 3.48035101740346e-06 1.521960804245428e-07 2.732602052093682e-10 4.3528046547781725e-12 1.9961837405880342e-07 8.19227335577056e-10 3.628845210298204e-13 2.6017430225471806e-11 9.817810813806267e-12 2.215097999274071e-15 1.3663768246866424e-21 3.019837361480783e-10 1.6217084065138415e-11 9.504182813005365e-10 1.0016150717928191e-12 1.7690244477662144e-09 7.796032953193466e-10
0.19606 1029.3 6.229162948791586e-14 0.836539569166087 1.0049129899472285e-08 4.5005387178304647e-38 1.3326468746295772e-20 1.3870710086595661e-27 4.5005387178304647e-38 4.5005387178304647e-38 0.16233461055631346 0.0005497768090778923 0.0001606720522449049 0.00022356252441643244 5.988478763931296e-07 6.820278464891402e-05 1.8632853474130568e-08 2.7242817758194708e-05 6.042844901877081e-23 3.005062157785591e-20 3.0746077663597426e-13 2.8895682816143045e-17 8.9540789402381e-17 3.4820986870905873e-06 1.552227960019008e-07 2.7934748058847243e-10 4.719586976030052e-12 1.8736041293333953e-07 1.0344492394757085e-09 5.673305870514436e-13 2.5611487591892688e-11 6.995397859757856e-12 1.2050722745262186e-14 9.332484645406475e-21 3.318086026209841e-10 2.216258506426745e-11 8.361692386662292e-10 1.3668218386558155e-12 1.9542388510267765e-09 5.57153076114584e-10
0.22433 1056.7 1.16090347313148e-13 0.8365822876448525 1.843709092424166e-08 4.5005264571879346e-38 3.914861624959767e-20 5.797399553469438e-27 4.5005264571879346e-38 4.5005264571879346e-38 0.16232484363209884 0.0005173440323138982 0.00013046606554146305 0.0002581884675737992 5.794948712464566e-07 6.821615589608987e-05 3.7519201718431754e-08 2.7240654044288956e-05 4.604893969903973e-22 1.7590226385974867e-19 9.195264379682781e-13 1.0246826649897813e-16 2.2306594283325654e-16 3.4835761382535233e-06 1.5818521578702534e-07 2.852503593379695e-10 5.095016512829645e-12 1.83515749737141e-07 1.3656969904865402e-09 9.703390374745565e-13 2.844954965847259e-11 5.759582708244908e-12 5.993316235654617e-14 5.778977675464179e-20 3.7928315453401825e-10 3.014581778524105e-11 7.479296465061674e-10 1.8630940830095134e-12 2.175719631423579e-09 4.117421315653022e-10
0.25668 1084.2 2.0982412863536167e-13 0.8366302937863133 3.2767401836978504e-08 4.500514195254898e-38 1.095144855337208e-19 2.2765903567708712e-26 4.500514195254898e-38 4.500514195254898e-38 0.16231389986949837 0.0004857474294928357 0.0001137761111273772 0.00030938939261121836 5.652674868651253e-07 6.823724799419802e-05 7.400592282646199e-08 2.7238185155150634e-05 3.18039589994964e-21 9.436871704098791e-19 2.5949458669487227e-12 3.412179735036496e-16 5.305965084628402e-16 3.4848111526942776e-06 1.6109857177667628e-07 2.9099881033641637e-10 5.4796791896990535e-12 1.8700776405261284e-07 1.880693691344968e-09 1.806890137192067e-12 3.533861106106062e-11 5.4126203126238e-12 2.7599740373082125e-13 3.2899088941023003e-19 4.500591818972487e-10 4.0875271243871956e-11 6.789192052935645e-10 2.5393946637980172e-12 2.4410162184725593e-09 3.1351096964938524e-10
0.2937 1112.0 3.698900067409185e-13 0.8366692626528803 5.681811368509515e-08 4.5005016816714584e-38 2.9395723984053042e-19 8.486969545729745e-26 4.5005016816714584e-38 4.68740609196986e-38 0.16230541703241672 0.0004603900001232237 9.651919507144327e-05 0.0003550649198823248 5.545976620647301e-07 6.82562083827848e-05 1.2129406116826927e-07 2.723547117801478e-05 2.007785576492824e-20 4.683965923771176e-18 6.967626837716696e-12 1.0778880568195745e-15 1.4687594767978607e-15 3.48940504222908e-06 1.645262172586169e-07 2.9789422065589325e-10 5.929820686491913e-12 1.8516651924240157e-07 2.4600281313751125e-09 3.0433254980384e-12 4.054491172292228e-11 4.775342851762273e-12 1.1793391761885073e-12 1.727928619682032e-18 5.120823101594496e-10 5.4120088180318545e-11 6.177384903839311e-10 3.3882866248148416e-12 2.647470808987332e-09 2.3842877094232547e-10
0.33606 1139.3 6.239851260678739e-13 0.8366811485635863 9.469256262303792e-08 4.5004999999999666e-38 7.361167509810654e-19 2.90161504782239e-25 4.5004999999999666e-38 5.136967694550759e-38 0.16230300877184176 0.0004474619483184054 7.226881844872675e-05 0.0003543079236265593 5.491049901549968e-07 6.822965777349808e-05 1.5531920565034903e-07 2.723359344073711e-05 1.091151190432972e-19 2.045255078416771e-17 1.7304450251942488e-11 3.133258015942348e-15 4.803156013297879e-15 3.4974617639472377e-06 1.6829339252192344e-07 3.057361716052011e-10 6.440791490629084e-12 1.647303872719955e-07 2.733515328692946e-09 3.7144629038934305e-12 3.4860348525069467e-11 3.2403480639714765e-12 4.430764750918261e-12 7.906706711356025e-18 5.07466894746833e-10 6.781229230634034e-11 5.600809012798934e-10 4.295376519859638e-12 2.697073616183106e-09 1.7789989821391843e-10
0.38452 1166.4 1.0203400195166376e-12 0.8366959121818751 1.5299860527634376e-07 4.500499999999893e-38 1.755677602609132e-18 9.3255701459384e-25 4.500499999999893e-38 5.619364355388282e-38 0.16229971025312526 0.00043500268683839284 5.724118990968744e-05 0.00036255023225057874 5.479112351096259e-07 6.820969133553043e-05 1.988559055903703e-07 2.723188310493556e-05 5.381744947671604e-19 8.197977427048141e-17 4.0636578001503075e-11 8.570504752796397e-15 1.4687450191231076e-14 3.5043111320388015e-06 1.7180628101009617e-07 3.130370895531452e-10 6.948539917215285e-12 1.510126817245727e-07 3.123399730753856e-09 4.796304895397102e-12 3.2544392680144244e-11 2.4353931032371345e-12 1.5414450502076157e-11 3.3269497700288025e-17 5.158803625333524e-10 8.41625656588875e-11 5.129718077531652e-10 5.4097021819028286e-12 2.763704909979169e-09 1.3572353493385735e-10
0.43998 1193.7 1.634427096816222e-12 0.8367161601558443 2.420469227512692e-07 4.5004999999999666e-38 4.053337144677021e-18 2.8755737117285243e-24 4.5004999999999666e-38 6.144097094780176e-38 0.1622950169188984 0.00042169365755226026 4.814075107416943e-05 0.00038447821890444676 5.496848008107285e-07 6.82036294267478e-05 2.5617998477176433e-07 2.723017366706956e-05 2.4904231087770026e-18 3.104706460650797e-16 9.185930468493956e-11 2.249305481579479e-14 4.2907351724077244e-14 3.51015114484502e-06 1.7514285751645923e-07 3.1993723150301974e-10 7.45827189147553e-12 1.435166695658327e-07 3.717398804458697e-09 6.720326703324309e-12 3.355742566973784e-11 2.049325181806937e-12 5.1045615001166605e-11 1.326260044104425e-16 5.436390675959579e-10 1.0411660766920917e-10 4.731906743186064e-10 6.804926756852259e-12 2.8560786908364315e-09 1.0548672707190748e-10
0.50343 1221.7 2.605271242700979e-12 0.836723434559855 3.7911306642682394e-07 4.5005230905778135e-38 9.228849075212338e-18 8.704732439988057e-24 4.5005230905778135e-38 2.890514065547403e-37 0.16229190971254961 0.00041602434025497575 3.884588640049079e-05 0.0003938981383268921 5.526803390729308e-07 6.819592365612762e-05 2.6077921906866865e-07 2.7226275776504094e-05 1.0937208602255513e-17 1.1261330312681003e-15 2.0282153676694068e-10 5.762493968621174e-14 1.1865923858603545e-13 3.5257315100705177e-06 1.803848470605328e-07 3.3094248223204274e-10 8.244566569310701e-12 1.345381105362181e-07 4.200490810417294e-09 8.501122883200639e-12 3.1520348347759886e-11 1.5822465332300114e-12 1.607265172763283e-10 5.030702995953598e-16 5.541233019477169e-10 1.329158458956337e-10 4.6204732978489325e-10 8.843551803629806e-12 2.854989223005999e-09 8.541376015269497e-11
0.57603 1250.4 4.111911454846733e-12 0.8367324326529617 5.874084116089193e-07 4.5005523989551726e-38 2.066031320867038e-17 2.5788162980314034e-23 4.5005523989551726e-38 2.0107383358753536e-36 0.16228791526017952 0.0004088044885921368 3.172018206200218e-05 0.0004022549217383011 5.571783002381087e-07 6.81923340614435e-05 2.504092326830323e-07 2.7222089837086583e-05 4.647692842722254e-17 3.965286890908821e-15 4.3851236769199153e-10 1.4435473342755437e-13 3.177036677244482e-13 3.5430224583080334e-06 1.860410497160911e-07 3.4287690539990783e-10 9.140872774806098e-12 1.2548147433249655e-07 4.7542211597030446e-09 1.0794512177942561e-11 2.999475717682129e-11 1.2465299513018808e-12 4.935964846473535e-10 1.858149556264857e-15 5.63239852178972e-10 1.6959658649049613e-10 4.5241198131803545e-10 1.1499814379769172e-11 2.837132562545101e-09 6.987911527476872e-11
0.6591 1280.0 6.4366979461800996e-12 0.8367488515014401 9.029931773778038e-07 4.500581249830754e-38 4.5671029905543666e-17 7.518976511239316e-23 4.500581249830754e-38 1.357084717875518e-35 0.1622820891088771 0.00039729407663501514 2.6802256827155458e-05 0.0004170519203211894 5.628658969466999e-07 6.819683435169365e-05 2.436429600151128e-07 2.7218251584717858e-05 1.943276675275305e-16 1.3739529967200318e-14 9.347730090845098e-10 3.560972559386358e-13 8.367780051004939e-13 3.558982188756318e-06 1.915332244066734e-07 3.5448340737698535e-10 1.0071172946748801e-11 1.1764665402132156e-07 5.528633621344792e-09 1.4468175193793069e-11 3.0329010226019565e-11 1.048788164867308e-12 1.5033318807537215e-09 6.794191112900552e-15 5.812786738358367e-10 2.144822826829359e-10 4.3636520393783103e-10 1.4832702805129245e-11 2.8366338355124754e-09 5.712696354048121e-11
